activity_id,measurement_group_id,fc1_measurement_group_id,replicate_count,representation_count,measurement_representation_type,aggregation_method,aggregated_pEC50,aggregated_EC50_nM,canonical_molecule_id,parent_id,source_id,assay_id,assay_family,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,endpoint_relation,potency_nM,pEC50,receptor_species,final_species_valid,final_identity_valid,potency_regression_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,divergent_duplicate_classification,divergent_duplicate_disposition,notes
ACT_18160867,MG00120,MG00120,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9483,112.64,CM00214,PARENT0356,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,124.0,6.9066,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.91 (generic negative-log potency)
ACT_18160868,MG00120,MG00120,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.9483,112.64,CM00214,PARENT0356,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,102.33,6.99,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_18160869,MG00042,MG00042,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0073,98.33,CM00076,PARENT0357,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,106.0,6.9747,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_18160870,MG00042,MG00042,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0073,98.33,CM00076,PARENT0357,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,91.2,7.04,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_18160871,MG00095,MG00095,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4139,385.57,CM00168,PARENT0358,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,419.0,6.3778,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.38 (generic negative-log potency)
ACT_18160872,MG00095,MG00095,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4139,385.57,CM00168,PARENT0358,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,354.81,6.45,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_18160873,MG00020,MG00020,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3588,437.72,CM00039,PARENT0359,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,439.0,6.3575,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.36 (generic negative-log potency)
ACT_18160874,MG00020,MG00020,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3588,437.72,CM00039,PARENT0359,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,436.52,6.36,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.36 (generic negative-log potency)
ACT_18160875,MG00050,MG00050,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.7486,178.4,CM00090,PARENT0360,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,179.0,6.7471,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.75 (generic negative-log potency)
ACT_18160876,MG00050,MG00050,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.7486,178.4,CM00090,PARENT0360,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,177.83,6.75,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.75 (generic negative-log potency)
ACT_18160877,MG00091,MG00091,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2494,563.12,CM00162,PARENT0361,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,564.0,6.2487,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_18160878,MG00091,MG00091,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2494,563.12,CM00162,PARENT0361,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,562.34,6.25,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_18160879,MG00179,MG00179,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1659,682.5,CM00333,PARENT0362,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,773.0,6.1118,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.11 (generic negative-log potency)
ACT_18160918,MG00296,MG00296,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6618,217.87,CM00543,PARENT0363,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,217.0,6.6635,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_18160919,MG00296,MG00296,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6618,217.87,CM00543,PARENT0363,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,218.78,6.66,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_18160920,MG00152,MG00152,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.202,62.81,CM00284,PARENT0364,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,67.0,7.1739,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.17 (generic negative-log potency)
ACT_18160921,MG00152,MG00152,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.202,62.81,CM00284,PARENT0364,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,58.88,7.23,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.23 (generic negative-log potency)
ACT_18160922,MG00136,MG00136,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.6441,22.69,CM00248,PARENT0365,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,23.0,7.6383,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.64 (generic negative-log potency)
ACT_18160923,MG00136,MG00136,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.6441,22.69,CM00248,PARENT0365,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,22.39,7.6499,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.65 (generic negative-log potency)
ACT_18160924,MG00157,MG00157,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.5714,26.83,CM00295,PARENT0366,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,30.0,7.5229,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.52 (generic negative-log potency)
ACT_18160925,MG00157,MG00157,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.5714,26.83,CM00295,PARENT0366,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,23.99,7.62,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.62 (generic negative-log potency)
ACT_18160926,MG00179,MG00179,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1659,682.5,CM00333,PARENT0362,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,602.56,6.22,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_18160927,MG00123,MG00123,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.5759,265.52,CM00223,PARENT0367,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,268.0,6.5719,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_18160928,MG00123,MG00123,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.5759,265.52,CM00223,PARENT0367,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,263.03,6.58,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.58 (generic negative-log potency)
ACT_18160966,MG00201,MG00201,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.7256,18.81,CM00376,PARENT0368,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,19.0,7.7212,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.72 (generic negative-log potency)
ACT_18160967,MG00201,MG00201,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.7256,18.81,CM00376,PARENT0368,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,18.62,7.73,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.73 (generic negative-log potency)
ACT_18160968,MG00354,MG00354,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.5314,29.42,CM00656,PARENT0334,PMID_28522253,ASSY_CHEMBL4035868,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,30.0,7.5229,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.52 (generic negative-log potency)
ACT_18216492,MG00068,MG00068,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.6875,2053.53,CM00118,PARENT0369,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,2065.0,5.6851,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.68 (generic negative-log potency)
ACT_18216493,MG00352,MG00352,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6658,215.87,CM00650,PARENT0370,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,223.0,6.6517,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.65 (generic negative-log potency)
ACT_18216494,MG00425,MG00425,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2467,566.63,CM00787,PARENT0371,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,571.0,6.2434,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_18216495,MG00412,MG00412,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.5251,2984.7,CM00762,PARENT0372,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,3018.0,5.5203,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.52 (generic negative-log potency)
ACT_18216496,MG00173,MG00173,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0417,908.45,CM00327,PARENT0373,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,905.0,6.0434,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.04 (generic negative-log potency)
ACT_18216497,MG00112,MG00112,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.6631,2172.2,CM00203,PARENT0374,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,2207.0,5.6562,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.66 (generic negative-log potency)
ACT_18216499,MG00437,MG00437,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.2594,5503.01,CM00815,PARENT0375,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,5640.0,5.2487,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.25 (generic negative-log potency)
ACT_18216500,MG00099,MG00099,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.7428,180.8,CM00178,PARENT0376,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,197.0,6.7055,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.71 (generic negative-log potency)
ACT_18216502,MG00147,MG00147,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2444,569.64,CM00275,PARENT0378,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,577.0,6.2388,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_18216503,MG00104,MG00104,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.3004,500.73,CM00187,PARENT0379,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,512.0,6.2907,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_18216504,MG00002,MG00002,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.8884,1293.0,CM00004,PARENT0380,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,1298.0,5.8867,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.89 (generic negative-log potency)
ACT_18216505,MG00445,MG00445,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.4937,3208.48,CM00827,PARENT0381,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,3256.0,5.4873,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.49 (generic negative-log potency)
ACT_18216506,MG00211,MG00211,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1942,639.44,CM00389,PARENT0382,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,648.0,6.1884,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_18216507,MG00397,MG00397,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1879,648.78,CM00730,PARENT0383,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,652.0,6.1858,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_18216508,MG00029,MG00029,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.1957,6372.36,CM00050,PARENT0384,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,6436.0,5.1914,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.19 (generic negative-log potency)
ACT_18216509,MG00140,MG00140,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.8496,1413.84,CM00257,PARENT0385,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,1415.0,5.8492,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.85 (generic negative-log potency)
ACT_18216510,MG00036,MG00036,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2092,617.73,CM00063,PARENT0386,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,619.0,6.2083,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.21 (generic negative-log potency)
ACT_18216511,MG00319,MG00319,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.05,891.25,CM00592,PARENT0387,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,912.0,6.04,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.04 (generic negative-log potency)
ACT_18216512,MG00238,MG00238,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.0284,936.7,CM00434,PARENT0388,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,940.0,6.0269,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.03 (generic negative-log potency)
ACT_18216513,MG00303,MG00303,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.7677,1707.26,CM00558,PARENT0389,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,1756.0,5.7555,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.75 (generic negative-log potency)
ACT_18216514,MG00216,MG00216,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8313,147.47,CM00403,PARENT0390,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,147.0,6.8327,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.83 (generic negative-log potency)
ACT_18216515,MG00247,MG00247,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.249,563.64,CM00450,PARENT0391,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,565.0,6.248,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_18216516,MG00182,MG00182,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6228,238.34,CM00338,PARENT0392,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,248.0,6.6055,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.61 (generic negative-log potency)
ACT_18216517,MG00189,MG00189,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9715,1067.82,CM00355,PARENT0393,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,1089.0,5.963,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.96 (generic negative-log potency)
ACT_18216518,MG00190,MG00190,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1939,639.88,CM00356,PARENT0394,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,664.0,6.1778,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.18 (generic negative-log potency)
ACT_18216519,MG00320,MG00320,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2082,619.16,CM00593,PARENT0395,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,651.0,6.1864,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_18216520,MG00366,MG00366,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9786,1050.51,CM00674,PARENT0396,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,897.0,6.0472,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_18216562,MG00366,MG00366,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9786,1050.51,CM00674,PARENT0396,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,1230.27,5.91,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.91 (generic negative-log potency)
ACT_18216563,MG00320,MG00320,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2082,619.16,CM00593,PARENT0395,PMID_28866269,ASSY_CHEMBL4046910,calcium,PAM_functional_calcium,,acetylcholine,,EC50,=,588.84,6.23,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
